consecutivo,tipoacuerdo,municipio,cod_municipio,subregion,fase,nropobla,aportegob,aportemun,aporteotr,fechainicio,fechafin,cantidadtotal,departamento,cod_divipola_depto,municipio_subsidio,cod_divipola_mun,programa,anio_asignacion,estado_postulacion,hogares,valor_asignado,tiene_subsidio
2020070694,Ejecucion,Guatapé,5321,Oriente,Fase III,8709,20000000,3000000,0,2021-01-01,2021-12-31,1,ANTIOQUIA,5,GUATAPÉ,5321,Bolsa Desplazados,2010,Asignados,1,15450000,Con subsidio
2020072033,Viabilidad,San Luis,5660,Oriente,Fase I,600,20000000,0,0,2020-10-01,2020-12-31,30,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070280,Viabilidad,San Rafael,5667,Oriente,Fase III,400,20000000,0,0,2020-10-01,2020-12-31,31,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071116,Ejecucion,Jardín,5364,Suroeste,Fase II,14311,20000000,3000000,0,2021-01-01,2021-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071226,Viabilidad,Santa Fe de Antioquia,5042,Occidente,Fase III,150,20000000,0,0,2020-10-01,2020-12-31,30,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072130,Ejecucion,Jericó,5368,Suroeste,Fase III,240,0,0,0,2021-01-01,2021-12-31,1,ANTIOQUIA,5,JERICÓ,5368,Bolsa Esfuerzo Territorial,2003,Asignados,1,7107000,Con subsidio
2020071254,Ejecucion,Jardín,5364,Suroeste,Fase I,14311,46232990,21685267,148934416,2020-09-01,2021-03-30,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070826,Gestion,Santa Rosa de Osos,5686,Norte,Fase I,100,20000000,0,0,2020-10-01,2020-12-31,38,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2018,Asignados,2,46874520,Con subsidio
2020070826,Gestion,Santa Rosa de Osos,5686,Norte,Fase I,100,20000000,0,0,2020-10-01,2020-12-31,38,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Bolsa Desplazados,2008,Asignados,1,11537500,Con subsidio
2020070826,Gestion,Santa Rosa de Osos,5686,Norte,Fase I,100,20000000,0,0,2020-10-01,2020-12-31,38,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020070826,Gestion,Santa Rosa de Osos,5686,Norte,Fase I,100,20000000,0,0,2020-10-01,2020-12-31,38,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020072146,Ejecucion,Nariño,5483,Oriente,Fase I,400,20000000,3000000,0,2021-01-01,2021-12-31,1,ANTIOQUIA,5,NARIÑO,5483,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,1,14907000,Con subsidio
2020070830,Viabilidad,Santa Rosa de Osos,5686,Norte,Fase I,150,150000000,0,0,2020-09-15,2020-12-31,39,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2018,Asignados,2,46874520,Con subsidio
2020070830,Viabilidad,Santa Rosa de Osos,5686,Norte,Fase I,150,150000000,0,0,2020-09-15,2020-12-31,39,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Bolsa Desplazados,2008,Asignados,1,11537500,Con subsidio
2020070830,Viabilidad,Santa Rosa de Osos,5686,Norte,Fase I,150,150000000,0,0,2020-09-15,2020-12-31,39,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020070830,Viabilidad,Santa Rosa de Osos,5686,Norte,Fase I,150,150000000,0,0,2020-09-15,2020-12-31,39,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020071107,Ejecucion,Nechí,5495,Bajo Cauca,Fase I,400,20000000,0,3000000,2021-01-01,2021-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071220,Viabilidad,Sonsón,5756,Oriente,Fase II,15000,150000000,0,0,2020-09-15,2020-12-31,1377,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020071975,Gestion,Argelia,5055,Oriente,Fase II,7545,102979684,0,0,2020-09-03,2020-12-15,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070055,Ejecucion,Sopetrán,5761,Occidente,Fase II,400,100000000,0,0,2020-09-15,2020-12-31,871,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072001,Gestion,Argelia,5055,Oriente,Fase II,7545,10000000,0,0,2020-09-03,2020-12-15,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071120,Gestion,Nechí,5495,Bajo Cauca,Fase I,4000,0,0,0,2020-09-01,2020-12-31,800,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070650,Viabilidad,Sopetrán,5761,Occidente,Fase II,240,10000000,6000000,0,2020-10-01,2020-12-31,15,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070569,Viabilidad,Donmatías,5237,Norte,Fase III,22243,900000000,900000000,0,2020-12-30,2021-08-30,2700,ANTIOQUIA,5,DONMATÍAS,5237,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020072042,Gestion,Armenia,5059,Occidente,Fase I,4223,112080078,204000000,0,2020-10-06,2020-12-15,400,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070334,Gestion,Betania,5091,Suroeste,Fase I,10258,507952386,0,0,2020-09-03,2021-12-15,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070106,Ejecucion,Toledo,5819,Norte,Fase III,400,30000000,10000000,0,2020-10-01,2020-12-31,45,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070342,Gestion,Betania,5091,Suroeste,Fase I,10284,112080078,0,0,2020-10-06,2020-12-15,400,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071326,Viabilidad,Valdivia,5854,Norte,Fase I,800,25000000,0,0,2020-10-01,2020-12-31,38,ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020070823,Gestion,Betulia,5093,Suroeste,Fase I,17540,615810349,0,0,2020-09-03,2021-12-15,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071586,Viabilidad,Abejorral,5002,Oriente,Fase I,7910,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Esfuerzo Territorial,2006,Restitucion de subsidios no aplicados,2,16000000,Con subsidio
2020071586,Viabilidad,Abejorral,5002,Oriente,Fase I,7910,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Desplazados,2008,Asignados,18,212014750,Con subsidio
2020070758,Ejecucion,Vegachí,5858,Nordeste,Fase III,300,30000000,12000000,0,2020-10-01,2020-12-31,43,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071895,Gestion,Betulia,5093,Suroeste,Fase I,17450,10000000,0,0,2020-10-15,2020-12-15,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071597,Ejecucion,Abejorral,5002,Oriente,Fase I,20287,30010076,3670535,147689742,2020-08-15,2021-03-30,3,ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Esfuerzo Territorial,2006,Restitucion de subsidios no aplicados,2,16000000,Con subsidio
2020071597,Ejecucion,Abejorral,5002,Oriente,Fase I,20287,30010076,3670535,147689742,2020-08-15,2021-03-30,3,ANTIOQUIA,5,ABEJORRAL,5002,Bolsa Desplazados,2008,Asignados,18,212014750,Con subsidio
2020070031,Gestion,Caicedo,5125,Occidente,Fase I,4500,513494269,10000000,0,2020-09-03,2021-12-15,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070479,Ejecucion,Yarumal,5887,Norte,Fase I,5000,0,0,0,2020-09-15,2020-12-23,1,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070479,Ejecucion,Yarumal,5887,Norte,Fase I,5000,0,0,0,2020-09-15,2020-12-23,1,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070479,Ejecucion,Yarumal,5887,Norte,Fase I,5000,0,0,0,2020-09-15,2020-12-23,1,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020070957,Gestion,Caramanta,5145,Suroeste,Fase III,4648,112080078,0,0,2020-10-06,2020-12-15,400,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071274,Gestion,Campamento,5134,Norte,Fase I,9203,55936035,413000000,0,2020-09-23,2020-12-15,180,ANTIOQUIA,5,CAMPAMENTO,5134,Programa Vivienda Gratuita Fase I,2015,Asignados,4,147840000,Con subsidio
2020070497,Viabilidad,Alejandría,5021,Oriente,Fase I,4698,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071155,Viabilidad,Venecia,5861,Suroeste,Fase I,150,20000000,0,0,2020-10-01,2020-12-31,32,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071813,Ejecucion,Amagá,5030,Suroeste,Fase I,31283,52921006,39822475,60419884,2020-09-01,2021-03-30,5,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071684,Gestion,Cañasgordas,5138,Occidente,Fase I,15523,112080078,0,0,2020-10-06,2020-12-15,400,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071800,Viabilidad,Amalfi,5031,Nordeste,Fase I,27071,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,AMALFI,5031,Bolsa Esfuerzo Territorial,2007,Restitución SFV por Vencimiento Vigencia,2,15500000,Con subsidio
2020071800,Viabilidad,Amalfi,5031,Nordeste,Fase I,27071,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,AMALFI,5031,Bolsa Desplazados,2010,Restitución SFV por Indemnización,1,15450000,Con subsidio
2020072012,Ejecucion,Yarumal,5887,Norte,Fase I,100,25000000,0,0,2020-10-01,2020-12-31,45,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020072012,Ejecucion,Yarumal,5887,Norte,Fase I,100,25000000,0,0,2020-10-01,2020-12-31,45,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020072012,Ejecucion,Yarumal,5887,Norte,Fase I,100,25000000,0,0,2020-10-01,2020-12-31,45,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020070811,Gestion,Carolina del Príncipe,5150,Norte,Fase I,3978,398823141,0,0,2020-09-03,2021-12-15,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071822,Ejecucion,Amalfi,5031,Nordeste,Fase I,27071,58043848,27225069,190575484,2020-09-01,2021-03-30,5,ANTIOQUIA,5,AMALFI,5031,Bolsa Esfuerzo Territorial,2007,Restitución SFV por Vencimiento Vigencia,2,15500000,Con subsidio
2020071822,Ejecucion,Amalfi,5031,Nordeste,Fase I,27071,58043848,27225069,190575484,2020-09-01,2021-03-30,5,ANTIOQUIA,5,AMALFI,5031,Bolsa Desplazados,2010,Restitución SFV por Indemnización,1,15450000,Con subsidio
2020070415,Viabilidad,Zaragoza,5895,Bajo Cauca,Fase I,1200,30000000,0,0,2020-10-01,2020-12-31,43,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071609,Gestion,Andes,5034,Suroeste,Fase II,43269,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020071609,Gestion,Andes,5034,Suroeste,Fase II,43269,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020071618,Gestion,Andes,5034,Suroeste,Fase II,43269,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020071618,Gestion,Andes,5034,Suroeste,Fase II,43269,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020080008,Gestion,El Bagre,5250,Bajo Cauca,Fase II,56652,138848960,356200000,0,2020-09-03,2020-12-15,3,ANTIOQUIA,5,EL BAGRE,5250,Bolsa Concejales,2008,Asignados,1,5307250,Con subsidio
2020071689,Gestion,Andes,5034,Suroeste,Fase II,43269,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020071689,Gestion,Andes,5034,Suroeste,Fase II,43269,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020071388,Gestion,Granada,5313,Oriente,Fase I,10117,30416416,0,0,2020-10-08,2020-12-15,80,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071639,Gestion,Granada,5313,Oriente,Fase I,10117,279006115,50000000,0,2020-09-03,2021-12-15,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071582,Gestion,Guarne,5318,Oriente,Fase III,15528,385638279,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,GUARNE,5318,MI CASA YA,2023,Asignados,2,46400000,Con subsidio
2020071582,Gestion,Guarne,5318,Oriente,Fase III,15528,385638279,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,GUARNE,5318,MI CASA YA,2021,Asignados,1,18170520,Con subsidio
2020071582,Gestion,Guarne,5318,Oriente,Fase III,15528,385638279,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,GUARNE,5318,MI CASA YA,2023,Asignados,11,278400000,Con subsidio
2020071838,Ejecucion,Andes,5034,Suroeste,Fase I,44199,182970811,144970811,155312063,2020-09-01,2021-03-30,5,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020071838,Ejecucion,Andes,5034,Suroeste,Fase I,44199,182970811,144970811,155312063,2020-09-01,2021-03-30,5,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020071059,Gestion,Guatapé,5321,Oriente,Fase I,8709,271778997,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,GUATAPÉ,5321,Bolsa Ordinaria,2005,Asignados,2,12023000,Con subsidio
2020071059,Gestion,Guatapé,5321,Oriente,Fase I,8709,271778997,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,GUATAPÉ,5321,Bolsa Desplazados,2010,Asignados,1,15450000,Con subsidio
2020071851,Viabilidad,Andes,5034,Suroeste,Fase I,44199,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020071851,Viabilidad,Andes,5034,Suroeste,Fase I,44199,0,0,0,2020-08-15,2021-04-30,100,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020070997,Gestion,Jardín,5364,Suroeste,Fase I,10401,524778215,0,0,2020-09-03,2021-12-15,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071025,Gestion,Jardín,5364,Suroeste,Fase I,10,10000000,0,0,2020-10-15,2020-12-15,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070664,Viabilidad,Angelópolis,5036,Suroeste,Fase I,2500,0,0,0,2020-09-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070666,Ejecucion,Angelópolis,5036,Suroeste,Fase I,9500,29052901,27052901,123866216,2020-09-01,2021-04-30,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071271,Ejecucion,Amagá,5030,Suroeste,Fase I,31283,250000000,20000000,0,2020-09-01,2020-12-15,40,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070589,Viabilidad,Angostura,5038,Norte,Fase I,11437,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070668,Viabilidad,Angostura,5038,Norte,Fase I,11437,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071874,Ejecucion,Andes,5034,Suroeste,Fase II,43269,250000000,20000000,0,2020-09-01,2020-12-15,40,ANTIOQUIA,5,ANDES,5034,MI CASA YA,2017,Asignados,1,14754340,Con subsidio
2020071874,Ejecucion,Andes,5034,Suroeste,Fase II,43269,250000000,20000000,0,2020-09-01,2020-12-15,40,ANTIOQUIA,5,ANDES,5034,Semillero de Propietarios Ahorro,2021,Asignados,2,10902312,Con subsidio
2020071327,Viabilidad,Anorí,5040,Nordeste,Fase III,8900,0,0,0,2020-09-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072101,Ejecucion,Betulia,5093,Suroeste,Fase I,15986,8000000,0,0,2020-09-15,2020-12-15,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072083,Ejecucion,Betulia,5093,Suroeste,Fase I,1200,250000000,20000000,0,2020-01-09,2020-12-15,40,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071330,Ejecucion,Anorí,5040,Nordeste,Fase III,19104,53221686,24963267,174742871,2020-09-09,2021-03-30,7,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071841,Ejecucion,Peque,5543,Occidente,Fase I,180,0,0,0,2020-09-01,2020-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071314,Viabilidad,Anzá,5044,Occidente,Fase I,7169,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072195,Ejecucion,Pueblorrico,5576,Suroeste,Fase I,100,20000000,3000000,0,2021-01-01,2021-12-31,1,ANTIOQUIA,5,PUEBLORRICO,5576,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020072024,Ejecucion,San Andrés de Cuerquia,5647,Norte,Fase I,320,20000000,3000000,0,2021-01-01,2021-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070741,Ejecucion,San Jerónimo,5656,Occidente,Fase I,360,20000000,3000000,0,2020-09-01,2020-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071334,Ejecucion,Anzá,5044,Occidente,Fase I,7169,54014790,25335267,177346871,2020-09-01,2021-03-30,4,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071665,Ejecucion,Argelia,5055,Oriente,Fase II,7545,46232990,21685267,151796871,2020-09-01,2021-03-30,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070094,Ejecucion,San José de la Montaña,5658,Norte,Fase I,320,20000000,3000000,0,2020-09-01,2020-12-31,1,ANTIOQUIA,5,SAN JOSÉ DE LA MONTAÑA,5658,MI CASA YA,2021,Asignados,1,27255780,Con subsidio
2020071240,Ejecucion,Campamento,5134,Norte,Fase III,9203,300000000,75000000,0,2020-10-15,2020-12-15,1,ANTIOQUIA,5,CAMPAMENTO,5134,Programa Vivienda Gratuita Fase I,2015,Asignados,4,147840000,Con subsidio
2020070139,Ejecucion,San Vicente Ferrer,5674,Oriente,Fase III,22469,0,0,0,2021-01-01,2021-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070538,Viabilidad,Armenia,5059,Occidente,Fase I,4223,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072136,Ejecucion,Santa Bárbara,5679,Suroeste,Fase I,300,0,0,0,2020-09-01,2020-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071252,Ejecucion,Campamento,5134,Norte,Fase I,1838,2400000,0,0,2020-09-15,2020-12-15,3,ANTIOQUIA,5,CAMPAMENTO,5134,Programa Vivienda Gratuita Fase I,2015,Asignados,4,147840000,Con subsidio
2020072148,Ejecucion,Santa Bárbara,5679,Suroeste,Fase I,355,0,0,0,2021-01-01,2021-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070702,Viabilidad,Belmira,5086,Norte,Fase III,6116,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071174,Ejecucion,Santa Fe de Antioquia,5042,Occidente,Fase III,240,20000000,3000000,0,2020-09-01,2020-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071267,Ejecucion,Santa Fe de Antioquia,5042,Occidente,Fase III,180,0,0,0,2020-09-01,2020-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070762,Ejecucion,Armenia,5059,Occidente,Fase I,4223,12449118,6739188,42885742,2020-09-01,2021-03-30,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071140,Ejecucion,Sonsón,5756,Oriente,Fase II,368,0,0,0,2020-09-01,2020-12-31,1,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020071257,Ejecucion,Campamento,5134,Norte,Fase II,2651,250000000,20000000,0,2020-09-01,2020-12-15,40,ANTIOQUIA,5,CAMPAMENTO,5134,Programa Vivienda Gratuita Fase I,2015,Asignados,4,147840000,Con subsidio
2020071291,Ejecucion,Jardín,5364,Suroeste,Fase I,1634,19000000,12000000,0,0001-01-01,0001-01-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071462,Gestion,Jericó,5368,Suroeste,Fase III,13706,535611675,0,0,2020-09-03,2021-12-15,2,ANTIOQUIA,5,JERICÓ,5368,Bolsa Esfuerzo Territorial,2003,Asignados,1,7107000,Con subsidio
2020070467,Ejecucion,Sopetrán,5761,Occidente,Fase II,320,20000000,3000000,0,2021-01-01,2021-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072108,Ejecucion,Támesis,5789,Suroeste,Fase I,320,20000000,3000000,0,2020-09-01,2020-12-31,1,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2015,Asignados,1,36960000,Con subsidio
2020072108,Ejecucion,Támesis,5789,Suroeste,Fase I,320,20000000,3000000,0,2020-09-01,2020-12-31,1,ANTIOQUIA,5,TÁMESIS,5789,Programa Vivienda Gratuita Fase I,2014,Renuncias al subsidio,2,73920000,Con subsidio
2020072108,Ejecucion,Támesis,5789,Suroeste,Fase I,320,20000000,3000000,0,2020-09-01,2020-12-31,1,ANTIOQUIA,5,TÁMESIS,5789,MI CASA YA,2024,Asignados,7,182000000,Con subsidio
2020071923,Gestion,Liborina,5411,Occidente,Fase I,50,26250000,0,0,2020-09-14,2020-12-15,5,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071702,Ejecucion,Cañasgordas,5138,Occidente,Fase I,15523,250000000,25000000,0,2020-09-01,2020-12-15,40,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070454,Ejecucion,Toledo,5819,Norte,Fase III,200,20000000,3000000,0,2021-01-01,2021-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070807,Ejecucion,Betania,5091,Suroeste,Fase II,10284,46232990,21685267,148934416,2020-09-01,2021-03-30,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070809,Viabilidad,Betania,5091,Suroeste,Fase II,10284,0,0,0,2020-08-15,2021-04-30,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070297,Ejecucion,Chigorodó,5172,Urabá,Fase I,69476,250000000,20000000,0,2020-09-01,2020-12-15,40,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070480,Ejecucion,Turbo,5837,Urabá,Fase III,400,20000000,15000000,0,2020-09-01,2020-12-31,1,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2024,Asignados,2,52000000,Con subsidio
2020070480,Ejecucion,Turbo,5837,Urabá,Fase III,400,20000000,15000000,0,2020-09-01,2020-12-31,1,ANTIOQUIA,5,TURBO,5837,Casa Digna Vida Digna,2025,Asignados,43,670800000,Con subsidio
2020070480,Ejecucion,Turbo,5837,Urabá,Fase III,400,20000000,15000000,0,2020-09-01,2020-12-31,1,ANTIOQUIA,5,TURBO,5837,MI CASA YA,2016,Asignados,1,13789100,Con subsidio
2020070480,Ejecucion,Turbo,5837,Urabá,Fase III,400,20000000,15000000,0,2020-09-01,2020-12-31,1,ANTIOQUIA,5,TURBO,5837,Bolsa Desplazados,2010,Asignados,113,1699500000,Con subsidio
